home_elo,away_elo,elo_diff,elo_sum,home_form_points,home_form_points_avg,home_form_goals_scored,home_form_goals_scored_avg,home_form_goals_conceded,home_form_goals_conceded_avg,home_form_goal_diff_avg,home_form_wins,home_form_draws,home_form_losses,home_form_win_rate,home_matches_played,away_form_points,away_form_points_avg,away_form_goals_scored,away_form_goals_scored_avg,away_form_goals_conceded,away_form_goals_conceded_avg,away_form_goal_diff_avg,away_form_wins,away_form_draws,away_form_losses,away_form_win_rate,away_matches_played,form_diff,goals_scored_diff,goals_conceded_diff,h2h_matches,h2h_wins_team1,h2h_draws,h2h_wins_team2,h2h_goals_team1,h2h_goals_team2,h2h_goals_avg_team1,h2h_goals_avg_team2,h2h_win_rate_team1,tournament_importance,is_world_cup,is_knockout,same_confederation,home_conf_strength,away_conf_strength,home_score,away_score,total_goals,goal_diff,outcome,outcome_code,match_date,home_team,away_team,tournament
1500,1500,0,3000,14,1.4,15.0,1.5,9.0,0.9,0.6,3,5,2,0.3,10,14,1.4,11.0,1.1,9.0,0.9,0.2,4,2,4,0.4,10,0.0,0.3999999999999999,0.0,13,7,1,5,23.0,26.0,1.7692307692307692,2.0,0.5769230769230769,0.5,0,0,0,0.3,0.5,0,1,1,-1,away_win,2,2010-11-30,Martinique,Trinidad and Tobago,CFU Caribbean Cup
1500,1500,0,3000,5,0.5,7.0,0.7,16.0,1.6,-0.9,1,2,7,0.1,10,6,0.6,5.0,0.5,20.0,2.0,-1.5,2,0,8,0.2,10,-0.09999999999999998,0.19999999999999996,-0.3999999999999999,4,3,0,1,12.0,1.0,3.0,0.25,0.75,0.5,0,0,0,0.45,0.3,3,0,3,3,home_win,0,2010-11-30,Tanzania,Somalia,CECAFA Cup
1500,1500,0,3000,15,1.5,12.0,1.2,10.0,1.0,0.2,4,3,3,0.4,10,7,0.7,6.0,0.6,18.0,1.8,-1.2,2,1,7,0.2,10,0.8,0.6,-0.8,2,0,1,1,3.0,4.0,1.5,2.0,0.25,0.5,0,0,0,0.45,0.3,0,0,0,0,draw,1,2010-11-30,Zambia,Burundi,CECAFA Cup
1500,1500,0,3000,18,1.8,17.0,1.7,11.0,1.1,0.6,5,3,2,0.5,10,13,1.3,13.0,1.3,10.0,1.0,0.3,3,4,3,0.3,10,0.5,0.3999999999999999,0.10000000000000009,4,3,1,0,9.0,4.0,2.25,1.0,0.875,0.5,0,0,1,0.3,0.3,1,0,1,1,home_win,0,2010-12-01,Guadeloupe,Antigua and Barbuda,CFU Caribbean Cup
1500,1695,-195,3195,15,1.5,10.0,1.0,10.0,1.0,0.0,4,3,3,0.4,10,19,1.9,13.0,1.3,8.0,0.8,0.5,6,1,3,0.6,10,-0.3999999999999999,-0.30000000000000004,0.19999999999999996,1,0,0,1,0.0,6.0,0.0,6.0,0.0,0.5,0,0,0,0.3,0.5,0,4,4,-4,away_win,2,2010-12-01,Guyana,Jamaica,CFU Caribbean Cup
1500,1500,0,3000,11,1.1,16.0,1.6,16.0,1.6,0.0,3,2,5,0.3,10,11,1.1,13.0,1.3,13.0,1.3,0.0,3,2,5,0.3,10,0.0,0.30000000000000004,0.30000000000000004,16,7,7,2,30.0,13.0,1.875,0.8125,0.65625,0.5,0,0,1,0.4,0.4,5,1,6,4,home_win,0,2010-12-01,Indonesia,Malaysia,AFF Championship
1500,1500,0,3000,5,0.5,6.0,0.6,17.0,1.7,-1.1,1,2,7,0.1,10,10,1.0,7.0,0.7,17.0,1.7,-1.0,3,1,6,0.3,10,-0.5,-0.09999999999999998,0.0,3,1,2,0,5.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.5,0,0,1,0.45,0.45,0,0,0,0,draw,1,2010-12-01,Sudan,Rwanda,CECAFA Cup
1500,1500,0,3000,16,1.6,9.0,0.9,10.0,1.0,-0.1,5,1,4,0.5,10,14,1.4,15.0,1.5,24.0,2.4,-0.9,4,2,4,0.4,10,0.20000000000000018,-0.6,-1.4,4,4,0,0,19.0,3.0,4.75,0.75,1.0,0.5,0,0,1,0.4,0.4,2,2,4,0,draw,1,2010-12-01,Thailand,Laos,AFF Championship
1500,1690,-190,3190,19,1.9,23.0,2.3,10.0,1.0,1.3,5,4,1,0.5,10,21,2.1,17.0,1.7,9.0,0.9,0.8,6,3,1,0.6,10,-0.20000000000000018,0.5999999999999999,0.09999999999999998,4,0,4,0,2.0,2.0,0.5,0.5,0.5,0.5,0,0,1,0.4,0.4,2,2,4,0,draw,1,2010-12-02,Kuwait,Iraq,Gulf Cup
1500,1500,0,3000,5,0.5,7.0,0.7,15.0,1.5,-0.8,0,5,5,0.0,10,18,1.8,17.0,1.7,16.0,1.6,0.1,6,0,4,0.6,10,-1.3,-1.0,-0.10000000000000009,6,5,0,1,19.0,7.0,3.1666666666666665,1.1666666666666667,0.8333333333333334,0.5,0,0,1,0.4,0.4,7,1,8,6,home_win,0,2010-12-02,Vietnam,Myanmar,AFF Championship
1500,1730,-230,3230,17,1.7,15.0,1.5,8.0,0.8,0.7,5,2,3,0.5,10,16,1.6,13.0,1.3,6.0,0.6,0.7,4,4,2,0.4,10,0.09999999999999987,0.19999999999999996,0.20000000000000007,17,3,3,11,11.0,27.0,0.6470588235294118,1.588235294117647,0.2647058823529412,0.5,0,0,0,0.3,0.4,0,1,1,-1,away_win,2,2010-12-02,United Arab Emirates,Saudi Arabia,Gulf Cup
1500,1500,0,3000,10,1.0,10.0,1.0,15.0,1.5,-0.5,3,1,6,0.3,10,8,0.8,10.0,1.0,13.0,1.3,-0.3,2,2,6,0.2,10,0.19999999999999996,0.0,0.19999999999999996,8,3,2,3,9.0,12.0,1.125,1.5,0.5,0.5,0,0,1,0.45,0.45,2,1,3,1,home_win,0,2010-12-02,Ethiopia,Kenya,CECAFA Cup
1500,1500,0,3000,12,1.2,17.0,1.7,17.0,1.7,0.0,3,3,4,0.3,10,20,2.0,15.0,1.5,7.0,0.7,0.8,5,5,0,0.5,10,-0.8,0.19999999999999996,1.0,5,0,1,4,3.0,9.0,0.6,1.8,0.1,0.5,0,0,1,0.45,0.45,1,1,2,0,draw,1,2010-12-02,Malawi,Uganda,CECAFA Cup
1500,1500,0,3000,7,0.7,11.0,1.1,20.0,2.0,-0.9,2,1,7,0.2,10,15,1.5,20.0,2.0,15.0,1.5,0.5,4,3,3,0.4,10,-0.8,-0.8999999999999999,0.5,7,7,0,0,23.0,1.0,3.2857142857142856,0.14285714285714285,1.0,0.5,0,0,1,0.4,0.4,1,1,2,0,draw,1,2010-12-02,Singapore,Philippines,AFF Championship
1500,1500,0,3000,17,1.7,15.0,1.5,8.0,0.8,0.7,4,5,1,0.4,10,21,2.1,18.0,1.8,8.0,0.8,1.0,6,3,1,0.6,10,-0.40000000000000013,-0.30000000000000004,0.0,5,3,1,1,8.0,6.0,1.6,1.2,0.7,0.5,0,0,0,0.5,0.3,1,2,3,-1,away_win,2,2010-12-03,Cuba,Guadeloupe,CFU Caribbean Cup
1695,1500,195,3195,19,1.9,16.0,1.6,8.0,0.8,0.8,6,1,3,0.6,10,12,1.2,9.0,0.9,17.0,1.7,-0.8,3,3,4,0.3,10,0.7,0.7000000000000001,-0.8999999999999999,9,6,1,2,19.0,8.0,2.111111111111111,0.8888888888888888,0.7222222222222222,0.5,0,0,0,0.5,0.3,2,1,3,1,home_win,0,2010-12-03,Jamaica,Grenada,CFU Caribbean Cup
1500,1500,0,3000,11,1.1,6.0,0.6,14.0,1.4,-0.8,3,2,5,0.3,10,12,1.2,9.0,0.9,8.0,0.8,0.1,3,3,4,0.3,10,-0.09999999999999987,-0.30000000000000004,0.5999999999999999,8,3,3,2,12.0,8.0,1.5,1.0,0.5625,0.5,0,0,0,0.45,0.3,0,0,0,0,draw,1,2010-12-03,Rwanda,Zanzibar,CECAFA Cup
1500,1500,0,3000,15,1.5,11.0,1.1,9.0,0.9,0.2,4,3,3,0.4,10,6,0.6,5.0,0.5,22.0,2.2,-1.7,2,0,8,0.2,10,0.9,0.6000000000000001,-1.3000000000000003,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.3,6,0,6,6,home_win,0,2010-12-03,Zambia,Somalia,CECAFA Cup
1500,1500,0,3000,13,1.3,21.0,2.1,17.0,1.7,0.4,4,1,5,0.4,10,12,1.2,15.0,1.5,25.0,2.5,-1.0,3,3,4,0.3,10,0.10000000000000009,0.6000000000000001,-0.8,4,4,0,0,19.0,4.0,4.75,1.0,1.0,0.5,0,0,1,0.4,0.4,6,0,6,6,home_win,0,2010-12-04,Indonesia,Laos,AFF Championship
1500,1500,0,3000,17,1.7,11.0,1.1,11.0,1.1,0.0,5,2,3,0.5,10,10,1.0,14.0,1.4,18.0,1.8,-0.4,3,1,6,0.3,10,0.7,-0.2999999999999998,-0.7,14,6,4,4,20.0,15.0,1.4285714285714286,1.0714285714285714,0.5714285714285714,0.5,0,0,1,0.4,0.4,0,0,0,0,draw,1,2010-12-04,Thailand,Malaysia,AFF Championship
1500,1500,0,3000,18,1.8,14.0,1.4,7.0,0.7,0.7,4,6,0,0.4,10,5,0.5,9.0,0.9,15.0,1.5,-0.6,1,2,7,0.1,10,1.3,0.4999999999999999,-0.8,25,4,15,6,25.0,30.0,1.0,1.2,0.46,0.5,0,0,1,0.45,0.45,2,0,2,2,home_win,0,2010-12-05,Uganda,Kenya,CECAFA Cup
1500,1500,0,3000,7,0.7,12.0,1.2,14.0,1.4,-0.2,1,4,5,0.1,10,15,1.5,20.0,2.0,15.0,1.5,0.5,4,3,3,0.4,10,-0.8,-0.8,-0.10000000000000009,6,5,1,0,15.0,3.0,2.5,0.5,0.9166666666666666,0.5,0,0,1,0.4,0.4,0,2,2,-2,away_win,2,2010-12-05,Vietnam,Philippines,AFF Championship
1500,1500,0,3000,5,0.5,11.0,1.1,21.0,2.1,-1.0,1,2,7,0.1,10,18,1.8,17.0,1.7,20.0,2.0,-0.3,6,0,4,0.6,10,-1.3,-0.5999999999999999,0.10000000000000009,11,8,3,0,30.0,16.0,2.727272727272727,1.4545454545454546,0.8636363636363636,0.5,0,0,1,0.4,0.4,2,1,3,1,home_win,0,2010-12-05,Singapore,Myanmar,AFF Championship
1500,1695,-195,3195,23,2.3,19.0,1.9,8.0,0.8,1.1,7,2,1,0.7,10,22,2.2,17.0,1.7,7.0,0.7,1.0,7,1,2,0.7,10,0.09999999999999964,0.19999999999999996,0.10000000000000009,5,0,0,5,1.0,12.0,0.2,2.4,0.0,0.5,0,0,0,0.3,0.5,1,1,2,0,draw,1,2010-12-05,Guadeloupe,Jamaica,CFU Caribbean Cup
1500,1500,0,3000,12,1.2,10.0,1.0,15.0,1.5,-0.5,3,3,4,0.3,10,17,1.7,16.0,1.6,9.0,0.9,0.7,4,5,1,0.4,10,-0.5,-0.6000000000000001,0.6,3,0,3,0,4.0,4.0,1.3333333333333333,1.3333333333333333,0.5,0.5,0,0,0,0.3,0.5,0,1,1,-1,away_win,2,2010-12-05,Grenada,Cuba,CFU Caribbean Cup
1500,1730,-230,3230,19,1.9,23.0,2.3,10.0,1.0,1.3,5,4,1,0.5,10,19,1.9,12.0,1.2,3.0,0.3,0.9,5,4,1,0.5,10,0.0,1.0999999999999999,0.7,20,3,6,11,15.0,28.0,0.75,1.4,0.3,0.5,0,0,1,0.4,0.4,1,0,1,1,home_win,0,2010-12-05,Kuwait,Saudi Arabia,Gulf Cup
1500,1500,0,3000,16,1.6,26.0,2.6,14.0,1.4,1.2,5,1,4,0.5,10,15,1.5,8.0,0.8,11.0,1.1,-0.3,4,3,3,0.4,10,0.10000000000000009,1.8,0.2999999999999998,11,0,4,7,12.0,25.0,1.0909090909090908,2.272727272727273,0.18181818181818182,0.5,0,0,1,0.4,0.4,2,1,3,1,home_win,0,2010-12-07,Indonesia,Thailand,AFF Championship
1500,1500,0,3000,11,1.1,13.0,1.3,16.0,1.6,-0.3,3,2,5,0.3,10,9,0.9,12.0,1.2,29.0,2.9,-1.7,2,3,5,0.2,10,0.20000000000000007,0.10000000000000009,-1.2999999999999998,6,3,2,1,18.0,2.0,3.0,0.3333333333333333,0.6666666666666666,0.5,0,0,1,0.4,0.4,5,1,6,4,home_win,0,2010-12-07,Malaysia,Laos,AFF Championship
1500,1500,0,3000,18,1.8,15.0,1.5,6.0,0.6,0.9,5,3,2,0.5,10,13,1.3,11.0,1.1,13.0,1.3,-0.2,4,1,5,0.4,10,0.5,0.3999999999999999,-0.7000000000000001,6,5,0,1,9.0,4.0,1.5,0.6666666666666666,0.8333333333333334,0.5,0,0,1,0.45,0.45,1,2,3,-1,away_win,2,2010-12-07,Zambia,Ethiopia,CECAFA Cup
1500,1500,0,3000,15,1.5,15.0,1.5,20.0,2.0,-0.5,5,0,5,0.5,10,18,1.8,21.0,2.1,13.0,1.3,0.8,5,3,2,0.5,10,-0.30000000000000004,-0.6000000000000001,0.7,7,6,1,0,23.0,5.0,3.2857142857142856,0.7142857142857143,0.9285714285714286,0.5,0,0,1,0.4,0.4,0,0,0,0,draw,1,2010-12-08,Myanmar,Philippines,AFF Championship
1500,1500,0,3000,8,0.8,9.0,0.9,14.0,1.4,-0.5,2,2,6,0.2,10,11,1.1,6.0,0.6,14.0,1.4,-0.8,3,2,5,0.3,10,-0.30000000000000004,0.30000000000000004,0.0,11,4,2,5,14.0,17.0,1.2727272727272727,1.5454545454545454,0.45454545454545453,0.5,0,0,1,0.45,0.45,1,0,1,1,home_win,0,2010-12-08,Tanzania,Rwanda,CECAFA Cup
1500,1500,0,3000,18,1.8,14.0,1.4,7.0,0.7,0.7,4,6,0,0.4,10,12,1.2,9.0,0.9,8.0,0.8,0.1,3,3,4,0.3,10,0.6000000000000001,0.4999999999999999,-0.10000000000000009,6,2,3,1,4.0,2.0,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.5,0,0,0,0.45,0.3,2,2,4,0,draw,1,2010-12-08,Uganda,Zanzibar,CECAFA Cup
1500,1500,0,3000,7,0.7,12.0,1.2,15.0,1.5,-0.3,1,4,5,0.1,10,8,0.8,12.0,1.2,18.0,1.8,-0.6,2,2,6,0.2,10,-0.10000000000000009,0.0,-0.30000000000000004,15,4,7,4,12.0,13.0,0.8,0.8666666666666667,0.5,0.5,0,0,1,0.4,0.4,1,0,1,1,home_win,0,2010-12-08,Vietnam,Singapore,AFF Championship
1645,1835,-190,3480,11,1.1,13.0,1.3,16.0,1.6,-0.3,3,2,5,0.3,10,11,1.1,11.0,1.1,17.0,1.7,-0.6,2,5,3,0.2,10,0.0,0.19999999999999996,-0.09999999999999987,0,0,0,0,0.0,0.0,,,0.5,0.3,0,0,1,0.9,0.9,2,2,4,0,draw,1,2010-12-10,Bosnia and Herzegovina,Poland,Friendly
1500,1500,0,3000,11,1.1,10.0,1.0,13.0,1.3,-0.3,3,2,5,0.3,10,16,1.6,13.0,1.3,7.0,0.7,0.6,3,7,0,0.3,10,-0.5,-0.30000000000000004,0.6000000000000001,22,4,5,13,19.0,36.0,0.8636363636363636,1.6363636363636365,0.29545454545454547,0.5,0,0,1,0.45,0.45,0,0,0,0,draw,1,2010-12-10,Tanzania,Uganda,CECAFA Cup
1500,1500,0,3000,15,1.5,13.0,1.3,14.0,1.4,-0.1,5,0,5,0.5,10,16,1.6,12.0,1.2,6.0,0.6,0.6,3,7,0,0.3,10,-0.10000000000000009,0.10000000000000009,0.7999999999999999,11,0,7,4,9.0,18.0,0.8181818181818182,1.6363636363636365,0.3181818181818182,0.5,0,0,1,0.45,0.45,3,4,7,-1,away_win,2,2010-12-12,Ethiopia,Uganda,CECAFA Cup
1500,1500,0,3000,13,1.3,18.0,1.8,17.0,1.7,0.1,4,1,5,0.4,10,9,0.9,13.0,1.3,15.0,1.5,-0.2,2,3,5,0.2,10,0.4,0.5,0.19999999999999996,8,3,1,4,9.0,9.0,1.125,1.125,0.4375,0.5,0,0,1,0.4,0.4,2,0,2,2,home_win,0,2010-12-15,Malaysia,Vietnam,AFF Championship
1710,1800,-90,3510,8,0.8,8.0,0.8,13.0,1.3,-0.5,1,5,4,0.1,10,22,2.2,23.0,2.3,9.0,0.9,1.4,7,1,2,0.7,10,-1.4000000000000001,-1.4999999999999998,0.4,3,0,1,2,2.0,9.0,0.6666666666666666,3.0,0.16666666666666666,0.3,0,0,0,0.4,0.45,2,1,3,1,home_win,0,2010-12-16,Qatar,Egypt,Friendly
1500,1500,0,3000,19,1.9,27.0,2.7,13.0,1.3,1.4,6,1,3,0.6,10,16,1.6,18.0,1.8,11.0,1.1,0.7,4,4,2,0.4,10,0.2999999999999998,0.9000000000000001,0.19999999999999996,6,6,0,0,26.0,3.0,4.333333333333333,0.5,1.0,0.5,0,0,1,0.4,0.4,1,0,1,1,home_win,0,2010-12-16,Indonesia,Philippines,AFF Championship
1500,1500,0,3000,17,1.7,12.0,1.2,11.0,1.1,0.1,5,2,3,0.5,10,13,1.3,12.0,1.2,11.0,1.1,0.1,3,4,3,0.3,10,0.3999999999999999,0.0,0.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.3,0,0,0,0.4,0.9,3,0,3,3,home_win,0,2010-12-18,China PR,Estonia,Friendly
1500,1735,-235,3235,7,0.7,6.0,0.6,13.0,1.3,-0.7,1,4,5,0.1,10,19,1.9,16.0,1.6,11.0,1.1,0.5,6,1,3,0.6,10,-1.2,-1.0,0.19999999999999996,24,12,5,7,40.0,18.0,1.6666666666666667,0.75,0.6041666666666666,0.3,0,0,1,0.5,0.5,2,1,3,1,home_win,0,2010-12-18,Honduras,Panama,Friendly
1690,1500,190,3190,19,1.9,16.0,1.6,9.0,0.9,0.7,5,4,1,0.5,10,10,1.0,12.0,1.2,12.0,1.2,0.0,2,4,4,0.2,10,0.8999999999999999,0.40000000000000013,-0.29999999999999993,9,6,2,1,16.0,7.0,1.7777777777777777,0.7777777777777778,0.7777777777777778,0.3,0,0,1,0.4,0.4,0,1,1,-1,away_win,2,2010-12-18,Iraq,Syria,Friendly
1500,1500,0,3000,8,0.8,12.0,1.2,16.0,1.6,-0.4,2,2,6,0.2,10,13,1.3,15.0,1.5,17.0,1.7,-0.2,4,1,5,0.4,10,-0.5,-0.30000000000000004,-0.09999999999999987,9,4,1,4,9.0,11.0,1.0,1.2222222222222223,0.5,0.5,0,0,1,0.4,0.4,0,0,0,0,draw,1,2010-12-18,Vietnam,Malaysia,AFF Championship
1500,1500,0,3000,21,2.1,27.0,2.7,12.0,1.2,1.5,7,0,3,0.7,10,13,1.3,17.0,1.7,12.0,1.2,0.5,3,4,3,0.3,10,0.8,1.0000000000000002,0.0,7,7,0,0,27.0,3.0,3.857142857142857,0.42857142857142855,1.0,0.5,0,0,1,0.4,0.4,1,0,1,1,home_win,0,2010-12-19,Indonesia,Philippines,AFF Championship
1500,1625,-125,3125,17,1.7,13.0,1.3,11.0,1.1,0.2,5,2,3,0.5,10,16,1.6,12.0,1.2,8.0,0.8,0.4,4,4,2,0.4,10,0.09999999999999987,0.10000000000000009,0.30000000000000004,2,1,1,0,1.0,0.0,0.5,0.0,0.75,0.3,0,0,0,0.4,0.9,1,0,1,1,home_win,0,2010-12-22,China PR,North Macedonia,Friendly
1710,1500,210,3210,10,1.0,10.0,1.0,14.0,1.4,-0.4,2,4,4,0.2,10,10,1.0,10.0,1.0,14.0,1.4,-0.4,2,4,4,0.2,10,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,,0.5,0.3,0,0,0,0.4,0.9,2,0,2,2,home_win,0,2010-12-22,Qatar,Estonia,Friendly
1500,1690,-190,3190,12,1.2,13.0,1.3,12.0,1.2,0.1,3,3,4,0.3,10,16,1.6,14.0,1.4,9.0,0.9,0.5,4,4,2,0.4,10,-0.40000000000000013,-0.09999999999999987,0.29999999999999993,10,2,2,6,8.0,16.0,0.8,1.6,0.3,0.3,0,0,1,0.4,0.4,0,1,1,-1,away_win,2,2010-12-22,Syria,Iraq,Friendly
1500,1500,0,3000,21,2.1,23.0,2.3,9.0,0.9,1.4,6,3,1,0.6,10,9,0.9,9.0,0.9,20.0,2.0,-1.1,2,3,5,0.2,10,1.2000000000000002,1.4,-1.1,3,1,2,0,5.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3,0,0,1,0.4,0.4,2,1,3,1,home_win,0,2010-12-24,Kuwait,North Korea,Friendly
1500,1685,-185,3185,8,0.8,11.0,1.1,19.0,1.9,-0.8,2,2,6,0.2,10,11,1.1,14.0,1.4,17.0,1.7,-0.3,3,2,5,0.3,10,-0.30000000000000004,-0.2999999999999998,0.19999999999999996,8,2,3,3,7.0,14.0,0.875,1.75,0.4375,0.3,0,0,1,0.4,0.4,1,1,2,0,draw,1,2010-12-25,Bahrain,Uzbekistan,Friendly
1500,1500,0,3000,14,1.4,14.0,1.4,14.0,1.4,0.0,4,2,4,0.4,10,24,2.4,27.0,2.7,10.0,1.0,1.7,8,0,2,0.8,10,-1.0,-1.3000000000000003,0.3999999999999999,17,2,7,8,14.0,35.0,0.8235294117647058,2.0588235294117645,0.3235294117647059,0.5,0,0,1,0.4,0.4,3,0,3,3,home_win,0,2010-12-26,Malaysia,Indonesia,AFF Championship
1500,1500,0,3000,21,2.1,23.0,2.3,9.0,0.9,1.4,6,3,1,0.6,10,9,0.9,10.0,1.0,21.0,2.1,-1.1,2,3,5,0.2,10,1.2000000000000002,1.2999999999999998,-1.2000000000000002,4,2,2,0,7.0,2.0,1.75,0.5,0.75,0.3,0,0,1,0.4,0.4,2,2,4,0,draw,1,2010-12-27,Kuwait,North Korea,Friendly
1500,1500,0,3000,15,1.5,18.0,1.8,18.0,1.8,0.0,4,3,3,0.4,10,9,0.9,8.0,0.8,14.0,1.4,-0.6,2,3,5,0.2,10,0.6,1.0,0.40000000000000013,0,0,0,0,0.0,0.0,,,0.5,0.3,0,0,0,0.3,0.5,4,0,4,4,home_win,0,2010-12-28,Catalonia,Honduras,Friendly
1500,1670,-170,3170,9,0.9,12.0,1.2,18.0,1.8,-0.6,2,3,5,0.2,10,17,1.7,14.0,1.4,9.0,0.9,0.5,4,5,1,0.4,10,-0.7999999999999999,-0.19999999999999996,0.9,12,3,2,7,10.0,20.0,0.8333333333333334,1.6666666666666667,0.3333333333333333,0.3,0,0,1,0.4,0.4,2,1,3,1,home_win,0,2010-12-28,Bahrain,Jordan,Friendly
1730,1690,40,3420,16,1.6,11.0,1.1,4.0,0.4,0.7,4,4,2,0.4,10,16,1.6,12.0,1.2,9.0,0.9,0.3,4,4,2,0.4,10,0.0,-0.09999999999999987,-0.5,11,4,3,4,10.0,14.0,0.9090909090909091,1.2727272727272727,0.5,0.3,0,0,1,0.4,0.4,0,1,1,-1,away_win,2,2010-12-28,Saudi Arabia,Iraq,Friendly
1500,1500,0,3000,24,2.4,27.0,2.7,12.0,1.2,1.5,8,0,2,0.8,10,17,1.7,16.0,1.6,11.0,1.1,0.5,5,2,3,0.5,10,0.7,1.1,0.09999999999999987,18,8,7,3,35.0,17.0,1.9444444444444444,0.9444444444444444,0.6388888888888888,0.5,0,0,1,0.4,0.4,2,1,3,1,home_win,0,2010-12-29,Indonesia,Malaysia,AFF Championship
1500,1720,-220,3220,18,1.8,19.0,1.9,12.0,1.2,0.7,5,3,2,0.5,10,15,1.5,12.0,1.2,13.0,1.3,-0.1,4,3,3,0.4,10,0.30000000000000004,0.7,-0.10000000000000009,1,1,0,0,4.0,3.0,4.0,3.0,1.0,0.3,0,0,0,0.3,0.85,3,1,4,2,home_win,0,2010-12-29,Basque Country,Venezuela,Friendly
1500,1875,-375,3375,11,1.1,12.0,1.2,12.0,1.2,0.0,3,2,5,0.3,10,11,1.1,10.0,1.0,12.0,1.2,-0.2,3,2,5,0.3,10,0.0,0.19999999999999996,0.0,3,0,2,1,3.0,4.0,1.0,1.3333333333333333,0.3333333333333333,0.3,0,0,1,0.4,0.4,0,1,1,-1,away_win,2,2010-12-30,Syria,South Korea,Friendly
1500,1500,0,3000,22,2.2,24.0,2.4,8.0,0.8,1.6,6,4,0,0.6,10,15,1.5,14.0,1.4,7.0,0.7,0.7,4,3,3,0.4,10,0.7000000000000002,1.0,0.10000000000000009,1,1,0,0,2.0,1.0,2.0,1.0,1.0,0.3,0,0,0,0.4,0.45,4,0,4,4,home_win,0,2010-12-31,Kuwait,Zambia,Friendly
1710,1500,210,3210,13,1.3,11.0,1.1,10.0,1.0,0.1,3,4,3,0.3,10,9,0.9,10.0,1.0,21.0,2.1,-1.1,2,3,5,0.2,10,0.4,0.10000000000000009,-1.1,6,1,3,2,8.0,9.0,1.3333333333333333,1.5,0.4166666666666667,0.3,0,0,1,0.4,0.4,0,1,1,-1,away_win,2,2010-12-31,Qatar,North Korea,Friendly
1870,1500,370,3370,22,2.2,18.0,1.8,10.0,1.0,0.8,7,1,2,0.7,10,12,1.2,10.0,1.0,12.0,1.2,-0.2,3,3,4,0.3,10,1.0000000000000002,0.8,-0.19999999999999996,1,0,1,0,1.0,1.0,1.0,1.0,0.5,0.3,0,0,0,0.4,0.45,1,0,1,1,home_win,0,2011-01-02,Iran,Angola,Friendly
1690,1500,190,3190,19,1.9,12.0,1.2,7.0,0.7,0.5,5,4,1,0.5,10,20,2.0,14.0,1.4,9.0,0.9,0.5,6,2,2,0.6,10,-0.10000000000000009,-0.19999999999999996,-0.20000000000000007,9,4,2,3,11.0,13.0,1.2222222222222223,1.4444444444444444,0.5555555555555556,0.3,0,0,1,0.4,0.4,2,3,5,-1,away_win,2,2011-01-02,Iraq,China PR,Friendly
1670,1685,-15,3355,14,1.4,14.0,1.4,11.0,1.1,0.3,3,5,2,0.3,10,12,1.2,15.0,1.5,17.0,1.7,-0.2,3,3,4,0.3,10,0.19999999999999996,-0.10000000000000009,-0.5999999999999999,3,0,2,1,4.0,7.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.3,0,0,1,0.4,0.4,2,2,4,0,draw,1,2011-01-02,Jordan,Uzbekistan,Friendly
1500,1500,0,3000,14,1.4,14.0,1.4,9.0,0.9,0.5,4,2,4,0.4,10,10,1.0,11.0,1.1,12.0,1.2,-0.1,3,1,6,0.3,10,0.3999999999999999,0.2999999999999998,-0.29999999999999993,11,7,3,1,18.0,8.0,1.6363636363636365,0.7272727272727273,0.7727272727272727,0.3,0,0,0,0.3,0.4,2,0,2,2,home_win,0,2011-01-02,United Arab Emirates,Syria,Friendly
1730,1500,230,3230,13,1.3,7.0,0.7,5.0,0.5,0.2,3,4,3,0.3,10,11,1.1,6.0,0.6,9.0,0.9,-0.3,3,2,5,0.3,10,0.19999999999999996,0.09999999999999998,-0.4,0,0,0,0,0.0,0.0,,,0.5,0.3,0,0,0,0.4,0.45,0,0,0,0,draw,1,2011-01-04,Saudi Arabia,Angola,Friendly
1500,1500,0,3000,12,1.2,14.0,1.4,16.0,1.6,-0.2,3,3,4,0.3,10,12,1.2,10.0,1.0,18.0,1.8,-0.8,3,3,4,0.3,10,0.0,0.3999999999999999,-0.19999999999999996,2,1,0,1,4.0,4.0,2.0,2.0,0.5,0.3,0,0,1,0.4,0.4,0,1,1,-1,away_win,2,2011-01-04,Bahrain,North Korea,Friendly
1800,1500,300,3300,19,1.9,22.0,2.2,11.0,1.1,1.1,6,1,3,0.6,10,12,1.2,10.0,1.0,12.0,1.2,-0.2,3,3,4,0.3,10,0.7,1.2000000000000002,-0.09999999999999987,3,3,0,0,12.0,3.0,4.0,1.0,1.0,0.5,0,0,1,0.45,0.45,5,1,6,4,home_win,0,2011-01-05,Egypt,Tanzania,Nile Basin Tournament
